#,Заказной код,Параметр:Заказной код:Подсоединение,Параметр:Заказной код:Давление,Параметр:Заказной код:Cv,Параметр:Заказной код:Ду,Условное обозначение:Заказной код:Подсоединение,Параметр:Заказной код:Температура минимальная,Параметр:Заказной код:Температура максимальная,Параметр:Заказной код:Материал уплотнения сальника,Параметр:Заказной код:Форма корпуса,Параметр:Заказной код:Тип иглы
,NV3-M-A-6N-S,NPT 3/8,414 бар,"0,73","6,3",NPT 3/8 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-A-6R-S,RT 3/8,414 бар,"0,73","6,3",RT 3/8 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-M-A-8N-S,NPT 1/2,414 бар,"1,8","9,5",NPT 1/2 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-M-A-8R-S,RT 1/2,414 бар,"1,8","9,5",RT 1/2 наруж.,-54°C,93°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-H-3M-PK-S,Hy-Lok 3mm,414 бар,"0,09",2,Hy-Lok 3mm,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-6M-PK-S,Hy-Lok 6mm,414 бар,"0,37","4,3",Hy-Lok 6mm,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-8M-PK-S,Hy-Lok 8mm,414 бар,"0,37","4,3",Hy-Lok 8mm,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-10M-PK-S,Hy-Lok 10mm,414 бар,"0,73","6,3",Hy-Lok 10mm,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-12M-PK-S,Hy-Lok 12mm,414 бар,"0,73","6,3",Hy-Lok 12mm,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-12M-PK-S,Hy-Lok 12mm,414 бар,"1,8","9,5",Hy-Lok 12mm,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-14M-PK-S,Hy-Lok 14mm,414 бар,"1,8","9,5",Hy-Lok 14mm,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-16M-PK-S,Hy-Lok 16mm,414 бар,"1,8","9,5",Hy-Lok 16mm,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-18M-PK-S,Hy-Lok 18mm,414 бар,"1,8","9,5",Hy-Lok 18mm,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-20M-PK-S,Hy-Lok 20mm,414 бар,"1,8","9,5",Hy-Lok 20mm,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-H-2T-PK-S,Hy-Lok 1/8,414 бар,"0,09",2,Hy-Lok 1/8,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-4T-PK-S,Hy-Lok 1/4,414 бар,"0,37","4,3",Hy-Lok 1/4,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-6T-PK-S,Hy-Lok 3/8,414 бар,"0,73","6,3",Hy-Lok 3/8,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-8T-PK-S,Hy-Lok 1/2,414 бар,"0,73","6,3",Hy-Lok 1/2,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-8T-PK-S,Hy-Lok 1/2,414 бар,"1,8","9,5",Hy-Lok 1/2,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-10T-PK-S,Hy-Lok 5/8,414 бар,"1,8","9,5",Hy-Lok 5/8,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-12T-PK-S,Hy-Lok 3/4,414 бар,"1,8","9,5",Hy-Lok 3/4,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-F-2N-PK-S,NPT 1/8,414 бар,"0,09",2,NPT 1/8 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-F-2R-PK-S,RT 1/8,414 бар,"0,09",2,RT 1/8 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-2N-PK-S,NPT 1/8,414 бар,"0,37","4,3",NPT 1/8 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-2R-PK-S,RT 1/8,414 бар,"0,37","4,3",RT 1/8 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-4N-PK-S,NPT 1/4,414 бар,"0,73","6,3",NPT 1/4 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-4R-PK-S,RT 1/4,414 бар,"0,73","6,3",RT 1/4 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-6N-PK-S,NPT 3/8,414 бар,"1,8","9,5",NPT 3/8 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-6R-PK-S,RT 3/8,414 бар,"1,8","9,5",RT 3/8 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-8N-PK-S,NPT 1/2,414 бар,"1,8","9,5",NPT 1/2 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-8R-PK-S,RT 1/2,414 бар,"1,8","9,5",RT 1/2 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-2G-PK-S,G 1/8,414 бар,"0,37","4,3",G 1/8 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-4G-PK-S,G 1/4,414 бар,"0,73","6,3",G 1/4 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-8G-PK-S,G 1/2,414 бар,"1,8","9,5",G 1/2 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-12G-PK-S,G 3/4,414 бар,"1,8","9,5",G 3/4 внутр.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-M-2N-PK-S,NPT 1/8,414 бар,"0,09",2,NPT 1/8 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-M-2R-PK-S,RT 1/8,414 бар,"0,09",2,RT 1/8 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-2N-PK-S,NPT 1/8,414 бар,"0,37","4,3",NPT 1/8 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-2R-PK-S,RT 1/8,414 бар,"0,37","4,3",RT 1/8 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-4N-PK-S,NPT 1/4,414 бар,"0,37","4,3",NPT 1/4 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-4R-PK-S,RT 1/4,414 бар,"0,37","4,3",RT 1/4 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-4N-PK-S,NPT 1/4,414 бар,"0,73","6,3",NPT 1/4 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-4R-PK-S,RT 1/4,414 бар,"0,73","6,3",RT 1/4 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-6N-PK-S,NPT 3/8,414 бар,"0,73","6,3",NPT 3/8 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-6R-PK-S,RT 3/8,414 бар,"0,73","6,3",RT 3/8 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-M-8N-PK-S,NPT 1/2,414 бар,"1,8","9,5",NPT 1/2 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-M-8R-PK-S,RT 1/2,414 бар,"1,8","9,5",RT 1/2 наруж.,-54°C,93°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-H-A-3M-PK-S,Hy-Lok 3mm,414 бар,"0,09",2,Hy-Lok 3mm,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-A-6M-PK-S,Hy-Lok 6mm,414 бар,"0,37","4,3",Hy-Lok 6mm,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-A-8M-PK-S,Hy-Lok 8mm,414 бар,"0,37","4,3",Hy-Lok 8mm,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-A-10M-PK-S,Hy-Lok 10mm,414 бар,"0,73","6,3",Hy-Lok 10mm,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-A-12M-PK-S,Hy-Lok 12mm,414 бар,"0,73","6,3",Hy-Lok 12mm,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-12M-PK-S,Hy-Lok 12mm,414 бар,"1,8","9,5",Hy-Lok 12mm,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-14M-PK-S,Hy-Lok 14mm,414 бар,"1,8","9,5",Hy-Lok 14mm,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-16M-PK-S,Hy-Lok 16mm,414 бар,"1,8","9,5",Hy-Lok 16mm,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-18M-PK-S,Hy-Lok 18mm,414 бар,"1,8","9,5",Hy-Lok 18mm,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-20M-PK-S,Hy-Lok 20mm,414 бар,"1,8","9,5",Hy-Lok 20mm,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-H-A-2T-PK-S,Hy-Lok 1/8,414 бар,"0,09",2,Hy-Lok 1/8,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-A-4T-PK-S,Hy-Lok 1/4,414 бар,"0,37","4,3",Hy-Lok 1/4,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-A-6T-PK-S,Hy-Lok 3/8,414 бар,"0,73","6,3",Hy-Lok 3/8,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-H-A-8T-PK-S,Hy-Lok 1/2,414 бар,"0,73","6,3",Hy-Lok 1/2,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-8T-PK-S,Hy-Lok 1/2,414 бар,"1,8","9,5",Hy-Lok 1/2,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-10T-PK-S,Hy-Lok 5/8,414 бар,"1,8","9,5",Hy-Lok 5/8,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-H-A-12T-PK-S,Hy-Lok 3/4,414 бар,"1,8","9,5",Hy-Lok 3/4,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-F-A-2N-PK-S,NPT 1/8,414 бар,"0,09",2,NPT 1/8 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-F-A-2R-PK-S,RT 1/8,414 бар,"0,09",2,RT 1/8 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-A-2N-PK-S,NPT 1/8,414 бар,"0,37","4,3",NPT 1/8 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-A-2R-PK-S,RT 1/8,414 бар,"0,37","4,3",RT 1/8 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-A-4N-PK-S,NPT 1/4,414 бар,"0,73","6,3",NPT 1/4 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-A-4R-PK-S,RT 1/4,414 бар,"0,73","6,3",RT 1/4 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-6N-PK-S,NPT 3/8,414 бар,"1,8","9,5",NPT 3/8 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-6R-PK-S,RT 3/8,414 бар,"1,8","9,5",RT 3/8 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-8N-PK-S,NPT 1/2,414 бар,"1,8","9,5",NPT 1/2 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-8R-PK-S,RT 1/2,414 бар,"1,8","9,5",RT 1/2 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-F-A-2G-PK-S,G 1/8,414 бар,"0,37","4,3",G 1/8 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-F-A-4G-PK-S,G 1/4,414 бар,"0,73","6,3",G 1/4 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-8G-PK-S,G 1/2,414 бар,"1,8","9,5",G 1/2 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-F-A-12G-PK-S,G 3/4,414 бар,"1,8","9,5",G 3/4 внутр.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-M-A-2N-PK-S,NPT 1/8,414 бар,"0,09",2,NPT 1/8 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV1-M-A-2R-PK-S,RT 1/8,414 бар,"0,09",2,RT 1/8 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-A-2N-PK-S,NPT 1/8,414 бар,"0,37","4,3",NPT 1/8 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-A-2R-PK-S,RT 1/8,414 бар,"0,37","4,3",RT 1/8 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-A-4N-PK-S,NPT 1/4,414 бар,"0,37","4,3",NPT 1/4 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-M-A-4R-PK-S,RT 1/4,414 бар,"0,37","4,3",RT 1/4 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-A-4N-PK-S,NPT 1/4,414 бар,"0,73","6,3",NPT 1/4 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-A-4R-PK-S,RT 1/4,414 бар,"0,73","6,3",RT 1/4 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-A-6N-PK-S,NPT 3/8,414 бар,"0,73","6,3",NPT 3/8 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV3-M-A-6R-PK-S,RT 3/8,414 бар,"0,73","6,3",RT 3/8 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-M-A-8N-PK-S,NPT 1/2,414 бар,"1,8","9,5",NPT 1/2 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV4-M-A-8R-PK-S,RT 1/2,414 бар,"1,8","9,5",RT 1/2 наруж.,-54°C,93°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,S-С мягким уплотнителем<br><img src=assets/images/NV-needle-S.jpg>
,NV2-H-6M-SAPW,под приварку 6mm,414 бар,"0,37","4,3",под приварку 6mm,-54°C,232°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV2-H-8M-SAPW,под приварку 8mm,414 бар,"0,37","4,3",под приварку 8mm,-54°C,232°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV3-H-10M-SAPW,под приварку 10mm,414 бар,"0,73","6,3",под приварку 10mm,-54°C,232°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV3-H-12M-SAPW,под приварку 12mm,414 бар,"0,73","6,3",под приварку 12mm,-54°C,232°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV4-H-12M-SAPW,под приварку 12mm,414 бар,"1,8","9,5",под приварку 12mm,-54°C,232°С,PTFE (стандарт),Проходной<br><img src=assets/images/NV_H_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV2-H-A-6M-SAPW,под приварку 6mm,414 бар,"0,37","4,3",под приварку 6mm,-54°C,232°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV2-H-A-8M-SAPW,под приварку 8mm,414 бар,"0,37","4,3",под приварку 8mm,-54°C,232°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV3-H-A-10M-SAPW,под приварку 10mm,414 бар,"0,73","6,3",под приварку 10mm,-54°C,232°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV3-H-A-12M-SAPW,под приварку 12mm,414 бар,"0,73","6,3",под приварку 12mm,-54°C,232°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV4-H-A-12M-SAPW,под приварку 12mm,414 бар,"1,8","9,5",под приварку 12mm,-54°C,232°С,PTFE (стандарт),Угловой<br><img src=assets/images/NV_HA_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV2-H-6M-PK-SAPW,под приварку 6mm,414 бар,"0,37","4,3",под приварку 6mm,-54°C,232°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV2-H-8M-PK-SAPW,под приварку 8mm,414 бар,"0,37","4,3",под приварку 8mm,-54°C,232°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV3-H-10M-PK-SAPW,под приварку 10mm,414 бар,"0,73","6,3",под приварку 10mm,-54°C,232°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV3-H-12M-PK-SAPW,под приварку 12mm,414 бар,"0,73","6,3",под приварку 12mm,-54°C,232°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV4-H-12M-PK-SAPW,под приварку 12mm,414 бар,"1,8","9,5",под приварку 12mm,-54°C,232°С,PEEK,Проходной<br><img src=assets/images/NV_H_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
,NV2-H-A-6M-PK-SAPW,под приварку 6mm,414 бар,"0,37","4,3",под приварку 6mm,-54°C,232°С,PEEK,Угловой<br><img src=assets/images/NV_HA_s100.jpg>,V-образная (стандарт)<br><img src=assets/images/NV-needle-V.jpg>
