"#","Код","Параметр:Код:Давление","Параметр:Код:Подсоединение","Параметр:Код:Размер шкалы","Параметр:Код:Поверка","Параметр:Код:Конфигурация"
,"G10-C-20M-150B-350psi-VE","от 0 до 350psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-600psi-VE","от 0 до 600psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-850psi-VE","от 0 до 850psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-1500psi-VE","от 0 до 1500psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-2300psi-VE","от 0 до 2300psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-3500psi-VE","от 0 до 3500psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-150B-6000psi-VE","от 0 до 6000psi","M20x1.5","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-8psi-VE","от 0 до 8psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-15psi-VE","от 0 до 15psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-23psi-VE","от 0 до 23psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-35psi-VE","от 0 до 35psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-60psi-VE","от 0 до 6psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-85psi-VE","от 0 до 85psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-150psi-VE","от 0 до 150psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-230psi-VE","от 0 до 230psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-350psi-VE","от 0 до 350psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-600psi-VE","от 0 до 600psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-850psi-VE","от 0 до 850psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-1500psi-VE","от 0 до 1500psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-2300psi-VE","от 0 до 2300psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-3500psi-VE","от 0 до 3500psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-20M-250B-6000psi-VE","от 0 до 6000psi","M20x1.5","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40A-8psi-VE","от 0 до 8psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-15psi-VE","от 0 до 15psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-23psi-VE","от 0 до 23psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-35psi-VE","от 0 до 35psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-60psi-VE","от 0 до 6psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-85psi-VE","от 0 до 85psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-150psi-VE","от 0 до 150psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-230psi-VE","от 0 до 230psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-350psi-VE","от 0 до 350psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-600psi-VE","от 0 до 600psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-850psi-VE","от 0 до 850psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-1500psi-VE","от 0 до 1500psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-2300psi-VE","от 0 до 2300psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-3500psi-VE","от 0 до 3500psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40A-6000psi-VE","от 0 до 6000psi","NPT 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-8psi-VE","от 0 до 8psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-15psi-VE","от 0 до 15psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-23psi-VE","от 0 до 23psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-35psi-VE","от 0 до 35psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-60psi-VE","от 0 до 6psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-85psi-VE","от 0 до 85psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-150psi-VE","от 0 до 150psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-230psi-VE","от 0 до 230psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-350psi-VE","от 0 до 350psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-600psi-VE","от 0 до 600psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-850psi-VE","от 0 до 850psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-1500psi-VE","от 0 до 1500psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-2300psi-VE","от 0 до 2300psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-3500psi-VE","от 0 до 3500psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-50A-6000psi-VE","от 0 до 6000psi","NPT 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-8psi-VE","от 0 до 8psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-15psi-VE","от 0 до 15psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-23psi-VE","от 0 до 23psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-35psi-VE","от 0 до 35psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-60psi-VE","от 0 до 6psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-85psi-VE","от 0 до 85psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-150psi-VE","от 0 до 150psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-230psi-VE","от 0 до 230psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-350psi-VE","от 0 до 350psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-600psi-VE","от 0 до 600psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-850psi-VE","от 0 до 850psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-1500psi-VE","от 0 до 1500psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-2300psi-VE","от 0 до 2300psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-3500psi-VE","от 0 до 3500psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4N-63A-6000psi-VE","от 0 до 6000psi","NPT 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-8psi-VE","от 0 до 8psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-15psi-VE","от 0 до 15psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-23psi-VE","от 0 до 23psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-35psi-VE","от 0 до 35psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-60psi-VE","от 0 до 6psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-85psi-VE","от 0 до 85psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-150psi-VE","от 0 до 150psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-230psi-VE","от 0 до 230psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-350psi-VE","от 0 до 350psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-600psi-VE","от 0 до 600psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-850psi-VE","от 0 до 850psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-1500psi-VE","от 0 до 1500psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-2300psi-VE","от 0 до 2300psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-3500psi-VE","от 0 до 3500psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-100A-6000psi-VE","от 0 до 6000psi","NPT 1/2","100мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-8psi-VE","от 0 до 8psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-15psi-VE","от 0 до 15psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-23psi-VE","от 0 до 23psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-35psi-VE","от 0 до 35psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-60psi-VE","от 0 до 6psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-85psi-VE","от 0 до 85psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-150psi-VE","от 0 до 150psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-230psi-VE","от 0 до 230psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-350psi-VE","от 0 до 350psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-600psi-VE","от 0 до 600psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-850psi-VE","от 0 до 850psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-1500psi-VE","от 0 до 1500psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-2300psi-VE","от 0 до 2300psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-3500psi-VE","от 0 до 3500psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-150A-6000psi-VE","от 0 до 6000psi","NPT 1/2","150мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-8psi-VE","от 0 до 8psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-15psi-VE","от 0 до 15psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-23psi-VE","от 0 до 23psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-35psi-VE","от 0 до 35psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-60psi-VE","от 0 до 6psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-85psi-VE","от 0 до 85psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-150psi-VE","от 0 до 150psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-230psi-VE","от 0 до 230psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-350psi-VE","от 0 до 350psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-600psi-VE","от 0 до 600psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-850psi-VE","от 0 до 850psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-1500psi-VE","от 0 до 1500psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-2300psi-VE","от 0 до 2300psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-3500psi-VE","от 0 до 3500psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-8N-250A-6000psi-VE","от 0 до 6000psi","NPT 1/2","250мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2N-40B-8psi-VE","от 0 до 8psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-15psi-VE","от 0 до 15psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-23psi-VE","от 0 до 23psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-35psi-VE","от 0 до 35psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-60psi-VE","от 0 до 6psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-85psi-VE","от 0 до 85psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-150psi-VE","от 0 до 150psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-230psi-VE","от 0 до 230psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-350psi-VE","от 0 до 350psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-600psi-VE","от 0 до 600psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-850psi-VE","от 0 до 850psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-1500psi-VE","от 0 до 1500psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-2300psi-VE","от 0 до 2300psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-3500psi-VE","от 0 до 3500psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2N-40B-6000psi-VE","от 0 до 6000psi","NPT 1/8","40мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-8psi-VE","от 0 до 8psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-15psi-VE","от 0 до 15psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-23psi-VE","от 0 до 23psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-35psi-VE","от 0 до 35psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-60psi-VE","от 0 до 6psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-85psi-VE","от 0 до 85psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-150psi-VE","от 0 до 150psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-230psi-VE","от 0 до 230psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-350psi-VE","от 0 до 350psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-600psi-VE","от 0 до 600psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-850psi-VE","от 0 до 850psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-1500psi-VE","от 0 до 1500psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-2300psi-VE","от 0 до 2300psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-3500psi-VE","от 0 до 3500psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-50B-6000psi-VE","от 0 до 6000psi","NPT 1/4","50мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-8psi-VE","от 0 до 8psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-15psi-VE","от 0 до 15psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-23psi-VE","от 0 до 23psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-35psi-VE","от 0 до 35psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-60psi-VE","от 0 до 6psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-85psi-VE","от 0 до 85psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-150psi-VE","от 0 до 150psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-230psi-VE","от 0 до 230psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-350psi-VE","от 0 до 350psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-600psi-VE","от 0 до 600psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-850psi-VE","от 0 до 850psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-1500psi-VE","от 0 до 1500psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-2300psi-VE","от 0 до 2300psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-3500psi-VE","от 0 до 3500psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-4N-63B-6000psi-VE","от 0 до 6000psi","NPT 1/4","63мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-8psi-VE","от 0 до 8psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-15psi-VE","от 0 до 15psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-23psi-VE","от 0 до 23psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-35psi-VE","от 0 до 35psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-60psi-VE","от 0 до 6psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-85psi-VE","от 0 до 85psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-150psi-VE","от 0 до 150psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-230psi-VE","от 0 до 230psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-350psi-VE","от 0 до 350psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-600psi-VE","от 0 до 600psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-850psi-VE","от 0 до 850psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-1500psi-VE","от 0 до 1500psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-2300psi-VE","от 0 до 2300psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-3500psi-VE","от 0 до 3500psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-100B-6000psi-VE","от 0 до 6000psi","NPT 1/2","100мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-8psi-VE","от 0 до 8psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-15psi-VE","от 0 до 15psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-23psi-VE","от 0 до 23psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-35psi-VE","от 0 до 35psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-60psi-VE","от 0 до 6psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-85psi-VE","от 0 до 85psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-150psi-VE","от 0 до 150psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-230psi-VE","от 0 до 230psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-350psi-VE","от 0 до 350psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-600psi-VE","от 0 до 600psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-850psi-VE","от 0 до 850psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-1500psi-VE","от 0 до 1500psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-2300psi-VE","от 0 до 2300psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-3500psi-VE","от 0 до 3500psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-150B-6000psi-VE","от 0 до 6000psi","NPT 1/2","150мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-8psi-VE","от 0 до 8psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-15psi-VE","от 0 до 15psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-23psi-VE","от 0 до 23psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-35psi-VE","от 0 до 35psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-60psi-VE","от 0 до 6psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-85psi-VE","от 0 до 85psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-150psi-VE","от 0 до 150psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-230psi-VE","от 0 до 230psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-350psi-VE","от 0 до 350psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-600psi-VE","от 0 до 600psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-850psi-VE","от 0 до 850psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-1500psi-VE","от 0 до 1500psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-2300psi-VE","от 0 до 2300psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-3500psi-VE","от 0 до 3500psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-8N-250B-6000psi-VE","от 0 до 6000psi","NPT 1/2","250мм","да","<img src=assets/inventory/B.png>"
,"G10-C-2G-40A-V0psi-VE","от -14.5 до 0psi","G 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2G-40A-V8psi-VE","от -14.5 до 8psi","G 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2G-40A-V20psi-VE","от -14.5 до 20psi","G 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2G-40A-V40psi-VE","от -14.5 до 40psi","G 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2G-40A-V70psi-VE","от -14.5 до 70psi","G 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2G-40A-V130psi-VE","от -14.5 до 130psi","G 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2G-40A-V200psi-VE","от -14.5 до 200psi","G 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-2G-40A-V350psi-VE","от -14.5 до 350psi","G 1/8","40мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-50A-V0psi-VE","от -14.5 до 0psi","G 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-50A-V8psi-VE","от -14.5 до 8psi","G 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-50A-V20psi-VE","от -14.5 до 20psi","G 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-50A-V40psi-VE","от -14.5 до 40psi","G 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-50A-V70psi-VE","от -14.5 до 70psi","G 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-50A-V130psi-VE","от -14.5 до 130psi","G 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-50A-V200psi-VE","от -14.5 до 200psi","G 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-50A-V350psi-VE","от -14.5 до 350psi","G 1/4","50мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-63A-V0psi-VE","от -14.5 до 0psi","G 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-63A-V8psi-VE","от -14.5 до 8psi","G 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-63A-V20psi-VE","от -14.5 до 20psi","G 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-63A-V40psi-VE","от -14.5 до 40psi","G 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-63A-V70psi-VE","от -14.5 до 70psi","G 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-63A-V130psi-VE","от -14.5 до 130psi","G 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-63A-V200psi-VE","от -14.5 до 200psi","G 1/4","63мм","да","<img src=assets/inventory/A.png>"
,"G10-C-4G-63A-V350psi-VE","от -14.5 до 350psi","G 1/4","63мм","да","<img src=assets/inventory/A.png>"
